Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Albinism, Oculocutaneous	1/33	0.016381547690707304	0.04286183772250947	0	0	69.29861111111111	284.9281499305533	KIT
Ataxic	1/33	0.016381547690707304	0.04286183772250947	0	0	69.29861111111111	284.9281499305533	CACNA1A
Autosomal Dominant Parkinsonism	1/33	0.016381547690707304	0.04286183772250947	0	0	69.29861111111111	284.9281499305533	ALDH1A1
Megacolon	1/33	0.016381547690707304	0.04286183772250947	0	0	69.29861111111111	284.9281499305533	KIT
Trigeminal Neuralgia	1/33	0.016381547690707304	0.04286183772250947	0	0	69.29861111111111	284.9281499305533	CLU
Infantile Severe Myoclonic Epilepsy	1/33	0.016381547690707304	0.04286183772250947	0	0	69.29861111111111	284.9281499305533	CACNA1A
Agitation	1/33	0.016381547690707304	0.04286183772250947	0	0	69.29861111111111	284.9281499305533	CACNA1A
Primary Lesion	1/33	0.016381547690707304	0.04286183772250947	0	0	69.29861111111111	284.9281499305533	KIT
Angiomyolipoma	1/33	0.016381547690707304	0.04286183772250947	0	0	69.29861111111111	284.9281499305533	KIT
Malignant neoplasm of urinary bladder	3/1144	0.01654045617277936	0.04317602644162124	0	0	7.0798798046826095	29.041284714627228	CXCL12;CACNA1A;CLU
Burkitt Lymphoma	2/407	0.016685637950380205	0.04323519402794182	0	0	12.089506172839506	49.484850477716904	CXCL12;KIT
Precursor T-Cell Lymphoblastic Leukemia-Lymphoma	2/408	0.016763355903803404	0.04323519402794182	0	0	12.05911330049261	49.304407926730306	CXCL12;KIT
Autosomal Recessive Parkinsonism	1/34	0.016874167453351394	0.04323519402794182	0	0	67.1952861952862	274.2892350890436	ALDH1A1
Malignant neoplasm of vulva	1/34	0.016874167453351394	0.04323519402794182	0	0	67.1952861952862	274.2892350890436	KIT
Rhabdoid Tumor of the Kidney	1/34	0.016874167453351394	0.04323519402794182	0	0	67.1952861952862	274.2892350890436	KIT
Metastatic Carcinoma	1/34	0.016874167453351394	0.04323519402794182	0	0	67.1952861952862	274.2892350890436	CLU
Oligodontia	1/34	0.016874167453351394	0.04323519402794182	0	0	67.1952861952862	274.2892350890436	AXIN2
Angle Closure Glaucoma	1/34	0.016874167453351394	0.04323519402794182	0	0	67.1952861952862	274.2892350890436	CLU
Retinitis Pigmentosa	2/410	0.016919269094371463	0.043251097087220844	0	0	11.998774509803921	48.94662633687235	CACNA1A;CLU
Carcinoma of bladder	3/1162	0.017250504023427943	0.043890046587635706	0	0	6.963268827807223	28.2702720230954	CXCL12;CACNA1A;CLU
Asthenozoospermia	1/35	0.017366565196546502	0.043890046587635706	0	0	65.2156862745098	264.33277144453854	CLU
Neoplasms, Germ Cell and Embryonal	1/35	0.017366565196546502	0.043890046587635706	0	0	65.2156862745098	264.33277144453854	KIT
PARAGANGLIOMA AND GASTRIC STROMAL SARCOMA	1/35	0.017366565196546502	0.043890046587635706	0	0	65.2156862745098	264.33277144453854	KIT
Leiomyosarcoma of uterus	1/35	0.017366565196546502	0.043890046587635706	0	0	65.2156862745098	264.33277144453854	AXIN2
Metastatic melanoma	2/417	0.017469961535622122	0.04405124087893832	0	0	11.792168674698795	47.72611830120704	KIT;CLU
Malignant neoplasm of kidney	2/421	0.017788118659105664	0.044427114105747144	0	0	11.677207637231504	47.05009151942644	CXCL12;THRB
Familial medullary thyroid carcinoma	1/36	0.017858741011932532	0.044427114105747144	0	0	63.34920634920635	254.99716559529233	KIT
Mesenchymal Cell Neoplasm	1/36	0.017858741011932532	0.044427114105747144	0	0	63.34920634920635	254.99716559529233	KIT
Germ Cell Cancer	1/36	0.017858741011932532	0.044427114105747144	0	0	63.34920634920635	254.99716559529233	KIT
Plexiform Neurofibroma	1/36	0.017858741011932532	0.044427114105747144	0	0	63.34920634920635	254.99716559529233	KIT
Large cell neuroendocrine carcinoma	1/36	0.017858741011932532	0.044427114105747144	0	0	63.34920634920635	254.99716559529233	KIT
Adenocarcinoma of lung (disorder)	3/1187	0.01826569385065358	0.045145957569263026	0	0	6.80719111969112	27.247352409027773	CXCL12;KIT;CLU
Fuchs Endothelial Dystrophy	1/37	0.01835069498318965	0.045145957569263026	0	0	61.58641975308642	246.22791539772206	CLU
Spinocerebellar Ataxia Type 4	1/37	0.01835069498318965	0.045145957569263026	0	0	61.58641975308642	246.22791539772206	CACNA1A
Thyroid Hormone Resistance Syndrome	1/37	0.01835069498318965	0.045145957569263026	0	0	61.58641975308642	246.22791539772206	THRB
Juvenile Pilocytic Astrocytoma	1/37	0.01835069498318965	0.045145957569263026	0	0	61.58641975308642	246.22791539772206	KIT
Chronic eosinophilic leukemia	1/38	0.018842427200939708	0.04605006384053836	0	0	59.91891891891892	237.97662594437213	KIT
Pelvic Inflammatory Disease	1/38	0.018842427200939708	0.04605006384053836	0	0	59.91891891891892	237.97662594437213	CXCL12
DOWN SYNDROME CRITICAL REGION	1/38	0.018842427200939708	0.04605006384053836	0	0	59.91891891891892	237.97662594437213	CXCL12
Breast Carcinoma	6/4963	0.018990778767345954	0.04613960862978876	0	0	4.549021585636473	18.031419702190373	CXCL12;THRB;KIT;ALDH1A1;AXIN2;CLU
nervous system disorder	2/436	0.01900354384212523	0.04613960862978876	0	0	11.264976958525345	44.64456587164924	CACNA1A;CLU
Dementia	2/436	0.01900354384212523	0.04613960862978876	0	0	11.264976958525345	44.64456587164924	CXCL12;CLU
Esotropia	1/39	0.019333937749796665	0.046636309713175464	0	0	58.33918128654971	230.20018425524987	CACNA1A
Stage 4S neuroblastoma	1/39	0.019333937749796665	0.046636309713175464	0	0	58.33918128654971	230.20018425524987	CXCL12
Stage IV Ovarian Carcinoma	1/39	0.019333937749796665	0.046636309713175464	0	0	58.33918128654971	230.20018425524987	CXCL12
Bladder Neoplasm	3/1217	0.01952869675037664	0.04700413590133945	0	0	6.62838314897623	26.08845615415124	CXCL12;CACNA1A;CLU
Malignant neoplasm of stomach stage IV	1/40	0.019825226718581047	0.047308266332751335	0	0	56.84045584045584	222.86006355256757	CXCL12
Neoplasm Recurrence, Local	1/40	0.019825226718581047	0.047308266332751335	0	0	56.84045584045584	222.86006355256757	KIT
Abnormal coordination	1/40	0.019825226718581047	0.047308266332751335	0	0	56.84045584045584	222.86006355256757	CACNA1A
Islet Cell Tumor	1/40	0.019825226718581047	0.047308266332751335	0	0	56.84045584045584	222.86006355256757	KIT
Myocardial Ischemia	2/448	0.02000103740904889	0.04762559657143976	0	0	10.955156950672645	42.85625778489697	CXCL12;KIT
Anemia, Macrocytic	1/41	0.02031629419703573	0.047952623953575295	0	0	55.416666666666664	215.92173416578154	KIT
Malignant Meningioma	1/41	0.02031629419703573	0.047952623953575295	0	0	55.416666666666664	215.92173416578154	CLU
Alcoholic Intoxication	1/41	0.02031629419703573	0.047952623953575295	0	0	55.416666666666664	215.92173416578154	ALDH1A1
Dysphasia	1/41	0.02031629419703573	0.047952623953575295	0	0	55.416666666666664	215.92173416578154	CACNA1A
Neoplasms	3/1236	0.02035399146230894	0.047952623953575295	0	0	6.519638512339243	25.390590355954416	CXCL12;KIT;CLU
Eczema	2/454	0.02050808428454118	0.048003194975365066	0	0	10.80641592920354	42.0038483514389	ALDH1A1;CTSG
Cholangiocarcinoma	2/455	0.020593126928401494	0.048003194975365066	0	0	10.782008830022075	41.86436127652951	CXCL12;KIT
Malignant neoplasm of breast	6/5054	0.020772079052738767	0.048003194975365066	0	0	4.439976228209192	17.201114134509105	CXCL12;THRB;KIT;ALDH1A1;AXIN2;CLU
Ewings sarcoma-primitive neuroectodermal tumor (PNET)	1/42	0.02080714026809889	0.048003194975365066	0	0	54.06233062330623	209.35416251688034	KIT
Mixed cryoglobulinemia	1/42	0.02080714026809889	0.048003194975365066	0	0	54.06233062330623	209.35416251688034	CLU
Gonadal Dysgenesis	1/42	0.02080714026809889	0.048003194975365066	0	0	54.06233062330623	209.35416251688034	KIT
Cerebellar Diseases	1/42	0.02080714026809889	0.048003194975365066	0	0	54.06233062330623	209.35416251688034	CACNA1A
Parkinsonism, Juvenile	1/42	0.02080714026809889	0.048003194975365066	0	0	54.06233062330623	209.35416251688034	ALDH1A1
Clear Cell Sarcoma of Soft Tissue	1/42	0.02080714026809889	0.048003194975365066	0	0	54.06233062330623	209.35416251688034	KIT
Rat Adrenal Gland Pheochromocytoma	1/42	0.02080714026809889	0.048003194975365066	0	0	54.06233062330623	209.35416251688034	CXCL12
Flushing	1/43	0.0212977650246516	0.04863062568257203	0	0	52.77248677248677	203.12938317607103	ALDH1A1
Myoclonic Epilepsy	1/43	0.0212977650246516	0.04863062568257203	0	0	52.77248677248677	203.12938317607103	CACNA1A
Non-small cell lung cancer metastatic	1/43	0.0212977650246516	0.04863062568257203	0	0	52.77248677248677	203.12938317607103	CXCL12
Sarcoma, Epithelioid	1/43	0.0212977650246516	0.04863062568257203	0	0	52.77248677248677	203.12938317607103	ALDH1A1
Proliferative retinopathy	1/43	0.0212977650246516	0.04863062568257203	0	0	52.77248677248677	203.12938317607103	CXCL12
Anxiety	2/464	0.021365353390483857	0.04868498559470912	0	0	10.567099567099566	40.64090293505138	ALDH1A1;CACNA1A
AMYLOIDOSIS, HEREDITARY, TRANSTHYRETIN-RELATED	1/44	0.021788168551220757	0.04904543204242405	0	0	51.542635658914726	197.22213203300186	AXIN2
Ataxia, Truncal	1/44	0.021788168551220757	0.04904543204242405	0	0	51.542635658914726	197.22213203300186	CACNA1A
Monoclonal Gammapathies	1/44	0.021788168551220757	0.04904543204242405	0	0	51.542635658914726	197.22213203300186	KIT
CARCINOMA OF VULVA	1/44	0.021788168551220757	0.04904543204242405	0	0	51.542635658914726	197.22213203300186	KIT
Confusion	1/44	0.021788168551220757	0.04904543204242405	0	0	51.542635658914726	197.22213203300186	CACNA1A
Thyroiditis	1/44	0.021788168551220757	0.04904543204242405	0	0	51.542635658914726	197.22213203300186	THRB
Malignant Head and Neck Neoplasm	2/470	0.021886979974995474	0.049168326731707	0	0	10.428418803418804	39.85599152570522	CXCL12;ALDH1A1
Mammary adenocarcinoma	1/45	0.022278350937474194	0.049356449734901255	0	0	50.36868686868687	191.60953052295554	CXCL12
Melanoderma (disorder)	1/45	0.022278350937474194	0.049356449734901255	0	0	50.36868686868687	191.60953052295554	KIT
MYELOPROLIFERATIVE DISORDER, CHRONIC, WITH EOSINOPHILIA	1/45	0.022278350937474194	0.049356449734901255	0	0	50.36868686868687	191.60953052295554	KIT
Obesity, Visceral	1/45	0.022278350937474194	0.049356449734901255	0	0	50.36868686868687	191.60953052295554	ALDH1A1
LATERAL MENINGOCELE SYNDROME	1/45	0.022278350937474194	0.049356449734901255	0	0	50.36868686868687	191.60953052295554	KIT
Endometrial Stromal Sarcoma	1/45	0.022278350937474194	0.049356449734901255	0	0	50.36868686868687	191.60953052295554	KIT
Acute Promyelocytic Leukemia	2/475	0.022325804151668464	0.049356449734901255	0	0	10.31553911205074	39.21980485870612	KIT;CTSG
Down Syndrome	2/475	0.022325804151668464	0.049356449734901255	0	0	10.31553911205074	39.21980485870612	KIT;CLU
Mammary Neoplasms, Human	2/476	0.022414018443180958	0.049453151803208785	0	0	10.29324894514768	39.094466562783396	CXCL12;KIT
Exfoliative dermatitis	1/46	0.022768312266926525	0.04983929771815413	0	0	49.24691358024691	186.27081295676348	KIT
Basal Cell Nevus Syndrome	1/46	0.022768312266926525	0.04983929771815413	0	0	49.24691358024691	186.27081295676348	ALDH1A1
Spinocerebellar Ataxia Type 5	1/46	0.022768312266926525	0.04983929771815413	0	0	49.24691358024691	186.27081295676348	CACNA1A
Infiltrating Cervical Carcinoma	1/46	0.022768312266926525	0.04983929771815413	0	0	49.24691358024691	186.27081295676348	CLU
ATRICHIA WITH PAPULAR LESIONS	1/47	0.023258052635139918	0.05061243547999136	0	0	48.17391304347826	181.18709015535833	KIT
Chronic pain	1/47	0.023258052635139918	0.05061243547999136	0	0	48.17391304347826	181.18709015535833	CTSG
LIMB-MAMMARY SYNDROME	1/47	0.023258052635139918	0.05061243547999136	0	0	48.17391304347826	181.18709015535833	KIT
Spinocerebellar Ataxia Type 6 (disorder)	1/48	0.0237475721230066	0.05127631106948222	0	0	47.146572104018915	176.3411440394006	CACNA1A
Neuroblastic tumors	1/48	0.0237475721230066	0.05127631106948222	0	0	47.146572104018915	176.3411440394006	KIT
Paresthesia	1/48	0.0237475721230066	0.05127631106948222	0	0	47.146572104018915	176.3411440394006	CACNA1A
Progressive cerebellar ataxia	1/48	0.0237475721230066	0.05127631106948222	0	0	47.146572104018915	176.3411440394006	CACNA1A
Acute leukemia	2/492	0.023845683678026596	0.051388372577452664	0	0	9.948979591836734	37.17090055601639	KIT;CTSG
Asthma	3/1313	0.023901725074764832	0.05140951312019051	0	0	6.111232279171211	22.818147463242624	CXCL12;KIT;CTSG
Hypermelanotic macule	1/49	0.024236870821197704	0.05202973041152867	0	0	46.16203703703704	171.71724838044534	KIT
Pneumonia	2/497	0.0243008376545796	0.052066534627923926	0	0	9.845959595959595	36.599838740274976	CXCL12;CTSG
Renal carcinoma	2/500	0.02457569018526242	0.05237191444722086	0	0	9.785140562248996	36.26370673962478	CXCL12;THRB
Atypical Ductal Breast Hyperplasia	1/50	0.02472594881725805	0.05237191444722086	0	0	45.21768707482993	167.3010120823387	CXCL12
Carcinosarcoma	1/50	0.02472594881725805	0.05237191444722086	0	0	45.21768707482993	167.3010120823387	KIT
Small Lymphocytic Lymphoma	1/50	0.02472594881725805	0.05237191444722086	0	0	45.21768707482993	167.3010120823387	KIT
Hepatitis D Infection	1/50	0.02472594881725805	0.05237191444722086	0	0	45.21768707482993	167.3010120823387	CLU
stage, prostate cancer	1/50	0.02472594881725805	0.05237191444722086	0	0	45.21768707482993	167.3010120823387	ALDH1A1
Hyperpigmentation	1/51	0.02521480619684272	0.0531039100206233	0	0	44.31111111111111	163.07924167915206	KIT
Convex nasal ridge	1/51	0.02521480619684272	0.0531039100206233	0	0	44.31111111111111	163.07924167915206	THRB
Cystadenoma	1/51	0.02521480619684272	0.0531039100206233	0	0	44.31111111111111	163.07924167915206	CLU
Lymphocytic infiltration	1/52	0.025703443051659298	0.05372599374707734	0	0	43.4400871459695	159.03982037824832	CXCL12
Malignant ascites	1/52	0.025703443051659298	0.05372599374707734	0	0	43.4400871459695	159.03982037824832	CXCL12
Carcinomatosis of peritoneal cavity	1/52	0.025703443051659298	0.05372599374707734	0	0	43.4400871459695	159.03982037824832	CXCL12
Invasive Lobular Breast Carcinoma	1/52	0.025703443051659298	0.05372599374707734	0	0	43.4400871459695	159.03982037824832	KIT
Myeloid neoplasm	1/53	0.026191859470542787	0.05423714661311654	0	0	42.6025641025641	155.17160141847094	KIT
Hemiplegia/hemiparesis	1/53	0.026191859470542787	0.05423714661311654	0	0	42.6025641025641	155.17160141847094	CACNA1A
NEUROTICISM	1/53	0.026191859470542787	0.05423714661311654	0	0	42.6025641025641	155.17160141847094	CLU
Thrombocytosis	1/53	0.026191859470542787	0.05423714661311654	0	0	42.6025641025641	155.17160141847094	CXCL12
Tumor-Associated Vasculature	1/53	0.026191859470542787	0.05423714661311654	0	0	42.6025641025641	155.17160141847094	CXCL12
Pancreatic Diseases	1/54	0.026680055532623963	0.0550430830283448	0	0	41.79664570230608	151.46431378315344	CLU
Dizziness	1/54	0.026680055532623963	0.0550430830283448	0	0	41.79664570230608	151.46431378315344	CACNA1A
Epilepsy, Generalized	1/55	0.027168031335252564	0.055636926049357	0	0	41.02057613168724	147.90847858667095	CACNA1A
Spinocerebellar Ataxia Type 2	1/55	0.027168031335252564	0.055636926049357	0	0	41.02057613168724	147.90847858667095	CACNA1A
Common Migraine	1/55	0.027168031335252564	0.055636926049357	0	0	41.02057613168724	147.90847858667095	CACNA1A
Adenosquamous carcinoma	1/55	0.027168031335252564	0.055636926049357	0	0	41.02057613168724	147.90847858667095	KIT
Channelopathies	1/56	0.027655786962103315	0.05642795431533741	0	0	40.27272727272727	144.49533489369063	CACNA1A
Vertigo	1/56	0.027655786962103315	0.05642795431533741	0	0	40.27272727272727	144.49533489369063	CACNA1A
Ataxia, Appendicular	1/57	0.028143322503235813	0.05710834785328143	0	0	39.551587301587304	141.21677360109922	CACNA1A
Spondylarthropathies	1/57	0.028143322503235813	0.05710834785328143	0	0	39.551587301587304	141.21677360109922	CXCL12
Ectodermal Dysplasia	1/57	0.028143322503235813	0.05710834785328143	0	0	39.551587301587304	141.21677360109922	AXIN2
Lymphoma, Non-Hodgkin	2/539	0.028267147176921647	0.05725513235106898	0	0	9.056331471135941	32.29537635807571	CXCL12;KIT
Silicosis	1/58	0.028630638041239193	0.05767621286568475	0	0	38.85575048732944	138.06527849839193	IGLL5
Nerve Sheath Tumors	1/58	0.028630638041239193	0.05767621286568475	0	0	38.85575048732944	138.06527849839193	KIT
Oncocytic Neoplasm	1/58	0.028630638041239193	0.05767621286568475	0	0	38.85575048732944	138.06527849839193	KIT
Fibromatosis, Aggressive	1/59	0.02911773367114391	0.05802673806865955	0	0	38.18390804597701	135.03387352863817	KIT
Paraparesis, Spastic	1/59	0.02911773367114391	0.05802673806865955	0	0	38.18390804597701	135.03387352863817	CACNA1A
SVEINSSON CHORIORETINAL ATROPHY	1/59	0.02911773367114391	0.05802673806865955	0	0	38.18390804597701	135.03387352863817	CXCL12
Well Differentiated Pancreatic Endocrine Tumor	1/59	0.02911773367114391	0.05802673806865955	0	0	38.18390804597701	135.03387352863817	KIT
Anaplastic Oligodendroglioma	1/59	0.02911773367114391	0.05802673806865955	0	0	38.18390804597701	135.03387352863817	KIT
Libman-Sacks Disease	1/59	0.02911773367114391	0.05802673806865955	0	0	38.18390804597701	135.03387352863817	CLU
AURAL ATRESIA, CONGENITAL	1/60	0.02960460947305564	0.058681507547304584	0	0	37.534839924670436	132.1160756075347	CLU
Gastrointestinal Stromal Sarcoma	1/60	0.02960460947305564	0.058681507547304584	0	0	37.534839924670436	132.1160756075347	KIT
Absence Epilepsy	1/60	0.02960460947305564	0.058681507547304584	0	0	37.534839924670436	132.1160756075347	CACNA1A
Hematologic Neoplasms	2/557	0.030043651959813372	0.05911923548435939	0	0	8.754504504504505	30.685447790037504	KIT;CTSG
Brain Infarction	1/61	0.030091265543298037	0.05911923548435939	0	0	36.907407407407405	129.30585220246812	CTSG
Gastrointestinal Hemorrhage	1/61	0.030091265543298037	0.05911923548435939	0	0	36.907407407407405	129.30585220246812	KIT
MYELOPROLIFERATIVE SYNDROME, TRANSIENT	1/61	0.030091265543298037	0.05911923548435939	0	0	36.907407407407405	129.30585220246812	KIT
Hemiparesis	1/61	0.030091265543298037	0.05911923548435939	0	0	36.907407407407405	129.30585220246812	CACNA1A
Neoplasm Metastasis	5/3920	0.03018800358594145	0.05920469133609681	0	0	4.106002554278416	14.372284534430028	CXCL12;KIT;ALDH1A1;AXIN2;CLU
Systemic Scleroderma	2/562	0.030545120714532227	0.059799602525633516	0	0	8.674107142857142	30.26005925643647	CXCL12;CTSG
Fibroadenoma	1/63	0.031063918820932256	0.05986668583860774	0	0	35.71326164874552	123.9860268803296	KIT
Brain Edema	1/63	0.031063918820932256	0.05986668583860774	0	0	35.71326164874552	123.9860268803296	CACNA1A
Large, late-closing fontanelle	1/63	0.031063918820932256	0.05986668583860774	0	0	35.71326164874552	123.9860268803296	THRB
gliosarcoma	1/63	0.031063918820932256	0.05986668583860774	0	0	35.71326164874552	123.9860268803296	KIT
Neutrophilia (disorder)	1/63	0.031063918820932256	0.05986668583860774	0	0	35.71326164874552	123.9860268803296	CXCL12
Abdomen distended	1/63	0.031063918820932256	0.05986668583860774	0	0	35.71326164874552	123.9860268803296	THRB
Wide bregma sutures	1/63	0.031063918820932256	0.05986668583860774	0	0	35.71326164874552	123.9860268803296	THRB
Large bregma sutures	1/63	0.031063918820932256	0.05986668583860774	0	0	35.71326164874552	123.9860268803296	THRB
Large fontanelle	1/63	0.031063918820932256	0.05986668583860774	0	0	35.71326164874552	123.9860268803296	THRB
Adenocarcinoma, Endometrioid	1/64	0.03154991620701242	0.06038469332564167	0	0	35.14462081128748	121.46628828977606	ALDH1A1
Mastocytosis	1/64	0.03154991620701242	0.06038469332564167	0	0	35.14462081128748	121.46628828977606	KIT
Bronchiolitis Obliterans	1/64	0.03154991620701242	0.06038469332564167	0	0	35.14462081128748	121.46628828977606	CXCL12
Diaphragmatic Hernia	1/64	0.03154991620701242	0.06038469332564167	0	0	35.14462081128748	121.46628828977606	THRB
Mental Depression	2/575	0.031865021362160045	0.06077856561701882	0	0	8.471640488656195	29.195360365171094	KIT;CLU
Diffuse Large B-Cell Lymphoma	2/575	0.031865021362160045	0.06077856561701882	0	0	8.471640488656195	29.195360365171094	ALDH1A1;CLU
Multiple, subcutaneous nodules	1/65	0.0320356942028436	0.060856631898537294	0	0	34.59375	119.03379191454992	KIT
Subcutaneous nodule	1/65	0.0320356942028436	0.060856631898537294	0	0	34.59375	119.03379191454992	KIT
Malignant neoplasm of endometrium	2/577	0.032070131558042135	0.060856631898537294	0	0	8.441304347826087	29.03665331130836	CXCL12;KIT
Uterine Corpus Cancer	2/579	0.03227578505041075	0.061142543400437406	0	0	8.411178509532062	28.87926007714143	CXCL12;KIT
Giant Cell Tumor of Bone	1/66	0.0325212529076381	0.061190580766994185	0	0	34.05982905982906	116.68425597420442	CXCL12
stage, non-small cell lung cancer	1/66	0.0325212529076381	0.061190580766994185	0	0	34.05982905982906	116.68425597420442	ALDH1A1
Paroxysmal atrial fibrillation	1/66	0.0325212529076381	0.061190580766994185	0	0	34.05982905982906	116.68425597420442	CXCL12
Dentatorubral-Pallidoluysian Atrophy	1/66	0.0325212529076381	0.061190580766994185	0	0	34.05982905982906	116.68425597420442	CACNA1A
Schistosomiasis	1/67	0.03300659239380316	0.061479615983097334	0	0	33.54208754208754	114.41366955149839	THRB
Skin blisters	1/67	0.03300659239380316	0.061479615983097334	0	0	33.54208754208754	114.41366955149839	KIT
neurofibroma	1/67	0.03300659239380316	0.061479615983097334	0	0	33.54208754208754	114.41366955149839	KIT
Oxyphilic Adenoma	1/67	0.03300659239380316	0.061479615983097334	0	0	33.54208754208754	114.41366955149839	KIT
Abnormal blistering of the skin	1/67	0.03300659239380316	0.061479615983097334	0	0	33.54208754208754	114.41366955149839	KIT
Idiopathic Inflammatory Myopathies	1/67	0.03300659239380316	0.061479615983097334	0	0	33.54208754208754	114.41366955149839	CXCL12
Migraine with Aura	1/68	0.03349171276321553	0.06196802760847865	0	0	33.039800995024876	112.21827165973407	CACNA1A
Skin bullae	1/68	0.03349171276321553	0.06196802760847865	0	0	33.039800995024876	112.21827165973407	KIT
Undifferentiated leukemia	1/68	0.03349171276321553	0.06196802760847865	0	0	33.039800995024876	112.21827165973407	CTSG
Wiskott-Aldrich Syndrome	1/68	0.03349171276321553	0.06196802760847865	0	0	33.039800995024876	112.21827165973407	CXCL12
Malignant neoplasm of salivary gland	1/69	0.033976614095502004	0.06244957830445988	0	0	32.552287581699346	110.09453231300331	CXCL12
Histiocytosis, Langerhans-Cell	1/69	0.033976614095502004	0.06244957830445988	0	0	32.552287581699346	110.09453231300331	KIT
Hepatolenticular Degeneration	1/69	0.033976614095502004	0.06244957830445988	0	0	32.552287581699346	110.09453231300331	CLU
hiv-infection/aids	1/69	0.033976614095502004	0.06244957830445988	0	0	32.552287581699346	110.09453231300331	CXCL12
Chromosome 8, trisomy	1/70	0.03446129648195661	0.06292440342846592	0	0	32.07890499194847	108.03913520130237	KIT
Neurofibromatosis 2	1/70	0.03446129648195661	0.06292440342846592	0	0	32.07890499194847	108.03913520130237	IGLL5
Stromal Neoplasm	1/70	0.03446129648195661	0.06292440342846592	0	0	32.07890499194847	108.03913520130237	KIT
Ovarian adenocarcinoma	1/70	0.03446129648195661	0.06292440342846592	0	0	32.07890499194847	108.03913520130237	CXCL12
Cakut	1/71	0.03494576000547686	0.0633926347897068	0	0	31.61904761904762	106.04896194083372	KIT
Leukemia, Myeloid, Chronic-Phase	1/71	0.03494576000547686	0.0633926347897068	0	0	31.61904761904762	106.04896194083372	CXCL12
Neurofibromatoses	1/71	0.03494576000547686	0.0633926347897068	0	0	31.61904761904762	106.04896194083372	KIT
Pterygium	1/71	0.03494576000547686	0.0633926347897068	0	0	31.61904761904762	106.04896194083372	CXCL12
Congenital Abnormality	2/607	0.035211393202149784	0.06375107652641916	0	0	8.010330578512397	26.805654724808427	THRB;KIT
Benign melanocytic nevus	1/72	0.03543000476018619	0.06375107652641916	0	0	31.172143974960875	104.12107765370268	KIT
Familial primary gastric lymphoma	1/72	0.03543000476018619	0.06375107652641916	0	0	31.172143974960875	104.12107765370268	CXCL12
Spinocerebellar Ataxia Type 7	1/72	0.03543000476018619	0.06375107652641916	0	0	31.172143974960875	104.12107765370268	CACNA1A
Rectal Neoplasms	1/72	0.03543000476018619	0.06375107652641916	0	0	31.172143974960875	104.12107765370268	CXCL12
Attention Deficit Disorder	1/73	0.03591403083014349	0.06420643453877742	0	0	30.737654320987655	102.25271781730339	THRB
Guillain-Barre Syndrome	1/73	0.03591403083014349	0.06420643453877742	0	0	30.737654320987655	102.25271781730339	CACNA1A
Hypopigmentation disorder	1/73	0.03591403083014349	0.06420643453877742	0	0	30.737654320987655	102.25271781730339	KIT
hypopigmented skin patch	1/73	0.03591403083014349	0.06420643453877742	0	0	30.737654320987655	102.25271781730339	KIT
Precursor Cell Lymphoblastic Leukemia Lymphoma	2/618	0.036393120824557576	0.06465558497457717	0	0	7.862824675324675	26.052490722861457	CXCL12;KIT
Hamartoma	1/74	0.03639783830403355	0.06465558497457717	0	0	30.315068493150687	100.44127619169979	KIT
Spondylarthritis	1/74	0.03639783830403355	0.06465558497457717	0	0	30.315068493150687	100.44127619169979	CXCL12
Chronic heart failure	1/74	0.03639783830403355	0.06465558497457717	0	0	30.315068493150687	100.44127619169979	CXCL12
Comatose	1/75	0.0368814272661001	0.06520214168506092	0	0	29.903903903903903	98.68429377205668	CACNA1A
Proliferative diabetic retinopathy	1/75	0.0368814272661001	0.06520214168506092	0	0	29.903903903903903	98.68429377205668	CXCL12
Angiogenic Switch	1/75	0.0368814272661001	0.06520214168506092	0	0	29.903903903903903	98.68429377205668	CXCL12
Prostatic Neoplasms	3/1554	0.037138052759933225	0.0654446867650319	0	0	5.0950538822879246	16.77858896091239	CXCL12;ALDH1A1;CLU
Machado-Joseph Disease	1/76	0.0373647978046119	0.0654446867650319	0	0	29.503703703703703	96.97944863399397	CACNA1A
Stable angina	1/76	0.0373647978046119	0.0654446867650319	0	0	29.503703703703703	96.97944863399397	CXCL12
Congenital pectus carinatum	1/76	0.0373647978046119	0.0654446867650319	0	0	29.503703703703703	96.97944863399397	THRB
Acute Undifferentiated Leukemia	1/76	0.0373647978046119	0.0654446867650319	0	0	29.503703703703703	96.97944863399397	CTSG
Huntington Disease	2/627	0.03737174109334106	0.0654446867650319	0	0	7.746	25.459866093941184	CXCL12;CACNA1A
Non-small cell lung cancer stage I	1/77	0.037847950012518214	0.06607051870317152	0	0	29.114035087719298	95.32454660857232	CXCL12
Decreased width of tooth	1/77	0.037847950012518214	0.06607051870317152	0	0	29.114035087719298	95.32454660857232	AXIN2
Pleural Effusion, Malignant	1/78	0.03833088396798601	0.0668086880445148	0	0	28.734487734487736	93.71751271850756	CXCL12
Glioblastoma, IDH-Wildtype	1/79	0.03881359976770236	0.06743862959638285	0	0	28.364672364672366	92.15638325126109	KIT
Spinocerebellar Ataxia Type 1	1/79	0.03881359976770236	0.06743862959638285	0	0	28.364672364672366	92.15638325126109	CACNA1A
Microdontia (disorder)	1/80	0.03929609749471	0.06806426855781544	0	0	28.0042194092827	90.63929849888726	AXIN2
Prion Diseases	1/80	0.03929609749471	0.06806426855781544	0	0	28.0042194092827	90.63929849888726	CLU
