Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Keratoconus	1/166	0.07998461707111014	0.10141721115515905	0	0	13.35016835016835	33.721469913824805	CTSG
Anaplastic astrocytoma	1/166	0.07998461707111014	0.10141721115515905	0	0	13.35016835016835	33.721469913824805	KIT
Ataxias, Hereditary	1/167	0.08044847393045221	0.10142710091911888	0	0	13.269076305220883	33.439908396149875	CACNA1A
Follicular thyroid carcinoma	1/167	0.08044847393045221	0.10142710091911888	0	0	13.269076305220883	33.439908396149875	THRB
Transitional cell carcinoma of bladder	1/167	0.08044847393045221	0.10142710091911888	0	0	13.269076305220883	33.439908396149875	AXIN2
Infratentorial atrophy	1/167	0.08044847393045221	0.10142710091911888	0	0	13.269076305220883	33.439908396149875	CACNA1A
Irritable Bowel Syndrome	1/167	0.08044847393045221	0.10142710091911888	0	0	13.269076305220883	33.439908396149875	CXCL12
Juvenile-Onset Still Disease	1/168	0.08091212031483885	0.10179813491719834	0	0	13.188955422488357	33.16219935568782	CLU
cervical cancer	2/965	0.0809258554557584	0.10179813491719834	0	0	4.939511941848391	12.419029140285206	ALDH1A1;CLU
Fibrosis	1/169	0.08137555627963242	0.1019027236294496	0	0	13.109788359788359	32.88826835221049	CXCL12
Movement Disorders	1/169	0.08137555627963242	0.1019027236294496	0	0	13.109788359788359	32.88826835221049	CACNA1A
Cleft upper lip	1/169	0.08137555627963242	0.1019027236294496	0	0	13.109788359788359	32.88826835221049	AXIN2
Papillary Renal Cell Carcinoma	1/169	0.08137555627963242	0.1019027236294496	0	0	13.109788359788359	32.88826835221049	ALDH1A1
Blood Coagulation Disorders	1/171	0.08230179734419607	0.10294668014257147	0	0	12.954248366013072	32.35145191648386	CTSG
Degenerative polyarthritis	2/976	0.0825393608368652	0.10312783061864506	0	0	4.880903490759754	12.175316131650654	CXCL12;CLU
Fever	1/173	0.0832271978105011	0.10375408516286684	0	0	12.80232558139535	31.82889974049287	CACNA1A
Tonic - clonic seizures	1/173	0.0832271978105011	0.10375408516286684	0	0	12.80232558139535	31.82889974049287	CLU
Prostatic Intraepithelial Neoplasias	1/174	0.08368958302396115	0.10421368009254738	0	0	12.727681438664098	31.572805424981034	CLU
Mucosa-Associated Lymphoid Tissue Lymphoma	1/176	0.08461372384354178	0.10512900660784186	0	0	12.58095238095238	31.07065982483502	CXCL12
Multiple malignancy	1/176	0.08461372384354178	0.10512900660784186	0	0	12.58095238095238	31.07065982483502	CLU
Intrahepatic Cholangiocarcinoma	1/177	0.08507547962611925	0.10558474703598729	0	0	12.508838383838384	30.82448495215476	CXCL12
Cerebrovascular Disorders	1/178	0.0855370257686186	0.10603921143222284	0	0	12.437539234149403	30.581495433145506	CTSG
Myasthenia Gravis	1/179	0.0859983623481033	0.10649240415488961	0	0	12.367041198501873	30.34163310031636	KIT
Epilepsy, Temporal Lobe	1/181	0.08692040716803273	0.10739499196761378	0	0	12.228395061728396	29.871064148550712	CACNA1A
insulinoma	1/181	0.08692040716803273	0.10739499196761378	0	0	12.228395061728396	29.871064148550712	CXCL12
Nephrotic Syndrome	1/182	0.08738111558780785	0.10784439570881503	0	0	12.160220994475138	29.64024790437689	CLU
Neoplasm Invasiveness	1/183	0.0878416147770708	0.10805295977002513	0	0	12.092796092796092	29.41233952395038	CXCL12
Immune thrombocytopenic purpura	1/183	0.0878416147770708	0.10805295977002513	0	0	12.092796092796092	29.41233952395038	CXCL12
Delayed bone age	1/183	0.0878416147770708	0.10805295977002513	0	0	12.092796092796092	29.41233952395038	THRB
Proteinuria	1/184	0.08830190483291274	0.10849913610408726	0	0	12.026108075288404	29.18728732343428	CLU
Eosinophilia	1/186	0.08922185787739563	0.10938776842300325	0	0	11.894894894894895	28.745550642557202	KIT
Hashimoto Disease	1/186	0.08922185787739563	0.10938776842300325	0	0	11.894894894894895	28.745550642557202	THRB
Squamous cell carcinoma of esophagus	2/1023	0.08955300193186991	0.10958884766971347	0	0	4.644711067580803	11.207337727820605	CXCL12;CLU
Childhood Glioblastoma	1/187	0.08968152102467558	0.10958884766971347	0	0	11.830346475507765	28.528768608049344	KIT
Craniofacial Abnormalities	1/187	0.08968152102467558	0.10958884766971347	0	0	11.830346475507765	28.528768608049344	THRB
Malignant Peripheral Nerve Sheath Tumor	1/188	0.09014097538434816	0.10978835118006042	0	0	11.766488413547236	28.314647577691105	KIT
Familial Alzheimer Disease (FAD)	1/188	0.09014097538434816	0.10978835118006042	0	0	11.766488413547236	28.314647577691105	CLU
Acquired Immunodeficiency Syndrome	1/188	0.09014097538434816	0.10978835118006042	0	0	11.766488413547236	28.314647577691105	CXCL12
Adult Glioblastoma	1/189	0.09060022102856996	0.11022696475248336	0	0	11.703309692671395	28.103141488494085	KIT
Cerebellar atrophy	1/190	0.091059258031028	0.11054355341757985	0	0	11.640799529688419	27.89420530874704	CACNA1A
Dermatitis	1/190	0.091059258031028	0.11054355341757985	0	0	11.640799529688419	27.89420530874704	CXCL12
Transient Ischemic Attack	1/191	0.09151808650896284	0.11097940261501273	0	0	11.578947368421053	27.68779500438416	CXCL12
Hematopoietic Neoplasms	1/192	0.09197670651846954	0.1114140497260764	0	0	11.517742873763817	27.483867524973334	KIT
Cerebellar degeneration	1/193	0.09243511814112873	0.11184749877359647	0	0	11.457175925925926	27.282380766060548	CACNA1A
Mean Corpuscular Volume (result)	1/194	0.09289332148048067	0.1121578430904392	0	0	11.397236614853195	27.083293544100204	THRB
Eclampsia	1/194	0.09289332148048067	0.1121578430904392	0	0	11.397236614853195	27.083293544100204	CXCL12
Disseminated Malignant Neoplasm	1/195	0.09335131661137394	0.11258857274603884	0	0	11.337915234822452	26.88656557789663	CXCL12
Aplasia Cutis Congenita	1/199	0.09518121669844049	0.11467119498230316	0	0	11.10662177328844	26.122470758395618	KIT
Speech impairment	1/200	0.09563817205648316	0.11509702091646026	0	0	11.050251256281408	25.93696464958489	THRB
Cardiac Arrest	1/201	0.09609491968203435	0.11552167641775371	0	0	10.994444444444444	25.753593684518663	CACNA1A
Reticulocyte count (procedure)	1/202	0.0965514597102952	0.1159451654404409	0	0	10.939192924267552	25.572323233557647	THRB
Melanocytic nevus	1/203	0.09700779219633389	0.11636749182559146	0	0	10.884488448844884	25.39311940245665	KIT
Osteogenesis Imperfecta	1/204	0.09746391722029348	0.11678865942776545	0	0	10.83032293377121	25.21594900155374	THRB
Squamous cell carcinoma of skin	1/205	0.09791983487832825	0.11708264127387208	0	0	10.776688453159041	25.04077952879582	CXCL12
Thymoma	1/205	0.09791983487832825	0.11708264127387208	0	0	10.776688453159041	25.04077952879582	KIT
Childhood Osteosarcoma	1/206	0.0983755452548137	0.11724931010005664	0	0	10.723577235772357	24.867579155291192	KIT
Cytopenia	1/206	0.0983755452548137	0.11724931010005664	0	0	10.723577235772357	24.867579155291192	KIT
Language Delay	1/206	0.0983755452548137	0.11724931010005664	0	0	10.723577235772357	24.867579155291192	THRB
Visual seizure	1/207	0.0988310484246783	0.11745363303246316	0	0	10.670981661272924	24.696316707963092	CLU
Polycythemia Vera	1/207	0.0988310484246783	0.11745363303246316	0	0	10.670981661272924	24.696316707963092	KIT
Ataxia	1/208	0.09928634446988793	0.11745363303246316	0	0	10.618894256575416	24.52696165121757	CACNA1A
Neurodevelopmental Disorders	1/208	0.09928634446988793	0.11745363303246316	0	0	10.618894256575416	24.52696165121757	CACNA1A
Congenital anemia	1/208	0.09928634446988793	0.11745363303246316	0	0	10.618894256575416	24.52696165121757	KIT
Addictive Behavior	1/208	0.09928634446988793	0.11745363303246316	0	0	10.618894256575416	24.52696165121757	KIT
Adenoid Cystic Carcinoma	1/208	0.09928634446988793	0.11745363303246316	0	0	10.618894256575416	24.52696165121757	KIT
Myxoid cyst	1/209	0.0997414334930266	0.11786660366019722	0	0	10.567307692307692	24.359484069513947	CLU
Germ cell tumor	1/210	0.10019631555317604	0.11802786323636838	0	0	10.516214779372675	24.193854658645943	KIT
Glomerulonephritis	1/210	0.10019631555317604	0.11802786323636838	0	0	10.516214779372675	24.193854658645943	KIT
Lupus Nephritis	1/210	0.10019631555317604	0.11802786323636838	0	0	10.516214779372675	24.193854658645943	AXIN2
Congenital contractural arachnodactyly	1/212	0.10110545917546415	0.1189727731249906	0	0	10.415481832543444	23.86802605954351	CXCL12
Speech Delay	1/213	0.10155972088956865	0.11938098269471493	0	0	10.365828092243186	23.707771159120533	THRB
Parkinsonian Disorders	1/214	0.10201377599043508	0.119535636355494	0	0	10.316640584246217	23.549252972335328	ALDH1A1
Craniosynostosis	1/214	0.10201377599043508	0.119535636355494	0	0	10.316640584246217	23.549252972335328	AXIN2
Aortic Valve Insufficiency	1/214	0.10201377599043508	0.119535636355494	0	0	10.316640584246217	23.549252972335328	CLU
Cervix carcinoma	2/1105	0.10222848849565155	0.11966113600754161	0	0	4.280825022665458	9.762613620377307	ALDH1A1;CLU
Lymphoproliferative Disorders	1/215	0.10246762456232947	0.11981493008760291	0	0	10.26791277258567	23.39244500807539	KIT
Respiratory syncytial virus (RSV) infection in conditions classified elsewhere and of unspecified site	1/216	0.10292126667378525	0.12009281064139474	0	0	10.219638242894057	23.237321299310643	CLU
Dyslipidemias	1/216	0.10292126667378525	0.12009281064139474	0	0	10.219638242894057	23.237321299310643	CXCL12
Severe Combined Immunodeficiency	1/217	0.10337470241563904	0.12049546025806142	0	0	10.171810699588477	23.083856386639766	THRB
Lupus Erythematosus, Systemic	2/1113	0.1034933642720799	0.12050745661837994	0	0	4.248199819981998	9.635969817660119	CXCL12;CLU
Neoplasm, Residual	1/220	0.10473377232824393	0.12169692249635032	0	0	10.030948756976155	22.633167224683852	KIT
Delayed speech and language development	1/220	0.10473377232824393	0.12169692249635032	0	0	10.030948756976155	22.633167224683852	THRB
Status Epilepticus	1/221	0.10518638343925647	0.1220952592739595	0	0	9.984848484848484	22.486092683742513	CXCL12
Microphthalmos	1/222	0.10563878861096548	0.12249252652282962	0	0	9.939165409753645	22.340556874848694	KIT
Acute Erythroblastic Leukemia	1/224	0.10654298144758934	0.12341228684345766	0	0	9.849028400597907	22.054011304804124	KIT
Malnutrition	1/225	0.1069947692716383	0.123806642487057	0	0	9.804563492063492	21.912957536249337	CXCL12
Tremor	1/226	0.10744635148098797	0.12419994058925013	0	0	9.760493827160493	21.773354464537373	CACNA1A
Ductal Carcinoma	1/230	0.10925062583745039	0.12615440906671324	0	0	9.58806404657933	21.229035356341775	ALDH1A1
Hypoglycemia	1/232	0.11015153146412886	0.1270627624358001	0	0	9.504088504088504	20.96505269691893	KIT
Promyelocytic leukemia	1/233	0.11060167668413948	0.12744980774379594	0	0	9.46264367816092	20.835038388425733	CTSG
Epstein-Barr Virus Infections	1/234	0.11105161697319653	0.1278358158117956	0	0	9.421554601812112	20.706317424316197	CXCL12
Hepatoblastoma	1/235	0.11150135236226262	0.128088330399624	0	0	9.380816714150047	20.578871727653997	AXIN2
Plaque, Amyloid	1/235	0.11150135236226262	0.128088330399624	0	0	9.380816714150047	20.578871727653997	CLU
Sarcoidosis	1/236	0.11195088299410348	0.12847201433379057	0	0	9.340425531914894	20.452683538783884	CXCL12
Endometrial Neoplasms	1/238	0.1128493302031557	0.1293695414287723	0	0	9.26066572902016	20.20401026619315	CLU
Seizures	2/1174	0.11329294174666406	0.12961692450329787	0	0	4.014078498293515	8.741773489296786	CACNA1A;CLU
Feeding difficulties	1/239	0.11329824695791865	0.12961692450329787	0	0	9.221288515406162	20.081491241829127	THRB
Pituitary Diseases	1/240	0.11374695926943541	0.12976953032476968	0	0	9.182240818224082	19.960161833921305	CLU
Allergic disposition	1/240	0.11374695926943541	0.12976953032476968	0	0	9.182240818224082	19.960161833921305	KIT
Epilepsy	2/1177	0.11378173747000937	0.12976953032476968	0	0	4.003191489361702	8.700829614121117	CACNA1A;CLU
Metastatic Prostate Carcinoma	1/241	0.11419546719841087	0.12997477945202957	0	0	9.143518518518519	19.840005818533104	CLU
Meningioma, benign, no ICD-O subtype	1/241	0.11419546719841087	0.12997477945202957	0	0	9.143518518518519	19.840005818533104	CXCL12
Vitiligo	1/243	0.11509187027619032	0.13086110403591372	0	0	9.067033976124884	19.60315048347904	KIT
Leukopenia	1/246	0.11643494417616548	0.13225297030020022	0	0	8.954648526077097	19.256278395744665	CXCL12
Acute myocardial infarction	1/247	0.11688222762941927	0.13262554808562677	0	0	8.917795844625113	19.142837582768422	CXCL12
Brain Diseases	1/250	0.11822285551261046	0.13401000543325464	0	0	8.80901383311022	18.808863891633447	CXCL12
Dystonia	1/251	0.11866932428419916	0.13437911263139457	0	0	8.773333333333333	18.699609365844342	CACNA1A
Alzheimer Disease, Late Onset	1/253	0.11956165150664595	0.135251837716572	0	0	8.702821869488536	18.484124651456835	CLU
Intellectual Disability	3/2503	0.11978488701417767	0.1353666609347211	0	0	2.998285714285714	6.362535445889392	THRB;KIT;CACNA1A
Malignant Pleural Mesothelioma	1/260	0.1226783971960487	0.1380752810546621	0	0	8.464607464607464	17.760346311661674	CXCL12
Hearing Loss, Partial	1/260	0.1226783971960487	0.1380752810546621	0	0	8.464607464607464	17.760346311661674	THRB
Sjogren's Syndrome	1/260	0.1226783971960487	0.1380752810546621	0	0	8.464607464607464	17.760346311661674	CXCL12
Lymphoma, T-Cell, Cutaneous	1/260	0.1226783971960487	0.1380752810546621	0	0	8.464607464607464	17.760346311661674	KIT
Renal Insufficiency	1/263	0.12401110286970286	0.13943412173014114	0	0	8.366412213740459	17.463916482539084	CTSG
Myeloproliferative disease	1/264	0.12445493303024141	0.13979180356528126	0	0	8.334178284748626	17.366857488755407	KIT
Hypothyroidism	1/268	0.12622823055296903	0.14164055739142437	0	0	8.207657095297545	16.98708959891292	THRB
Deafness	1/273	0.12844030660279196	0.14397744046603292	0	0	8.054738562091503	16.53066764065327	THRB
Diabetes	2/1268	0.128893426090352	0.14433986889473457	0	0	3.697472353870458	7.575268106556403	CXCL12;CLU
Experimental Organism Basal Cell Carcinoma	1/282	0.13240934595993833	0.14797908814819238	0	0	7.793198892843021	15.756734116916531	CXCL12
Dysarthria	1/282	0.13240934595993833	0.14797908814819238	0	0	7.793198892843021	15.756734116916531	CACNA1A
polyps	1/285	0.13372873954977937	0.1493035726700348	0	0	7.709702660406886	15.511473529731623	KIT
Aortic Aneurysm, Abdominal	1/288	0.13504632704917388	0.15047246059988112	0	0	7.627951993805652	15.272207942328459	CXCL12
Anoxia	1/288	0.13504632704917388	0.15047246059988112	0	0	7.627951993805652	15.272207942328459	CXCL12
Congenital deafness	1/289	0.1354851219131035	0.15081026583320428	0	0	7.60108024691358	15.193749488610004	THRB
Migraine Disorders	1/290	0.13592371639621098	0.15114717263258662	0	0	7.57439446366782	15.115927109932192	CACNA1A
hearing impairment	1/294	0.13767609254055066	0.15294287203305926	0	0	7.469472885855138	14.810855577292921	THRB
Idiopathic pulmonary arterial hypertension	1/297	0.1389882749155145	0.15424646876851508	0	0	7.392642642642643	14.58838744208992	CXCL12
Fibrosarcoma	1/298	0.13942526954244489	0.15457716822651915	0	0	7.3673774784885895	14.515402516497678	CLU
Adenocarcinoma Of Esophagus	1/299	0.13986206452524058	0.15490698780086407	0	0	7.342281879194631	14.442992371926008	AXIN2
Senile Plaques	1/301	0.14073505597643646	0.15540951563634295	0	0	7.292592592592593	14.299871191560749	CLU
Hyperreflexia	1/301	0.14073505597643646	0.15540951563634295	0	0	7.292592592592593	14.299871191560749	CACNA1A
Cutaneous Melanoma	1/301	0.14073505597643646	0.15540951563634295	0	0	7.292592592592593	14.299871191560749	KIT
Pancreatitis, Chronic	1/302	0.141171252587788	0.15573654055319472	0	0	7.267995570321152	14.229147765493067	CLU
Malignant neoplasm of skin	1/307	0.14334924783979341	0.1579825209096633	0	0	7.147421931735657	13.883662212153366	KIT
Fibroid Tumor	1/310	0.14465365763408627	0.15926224484069698	0	0	7.076950737144912	13.682668285085878	KIT
Cholestasis	1/315	0.1468237020223782	0.16149154960324882	0	0	6.962491153573956	13.35769745142458	CLU
Hepatitis	1/317	0.14769033146960184	0.161964150487374	0	0	6.917721518987341	13.231093952779949	CXCL12
Agenesis of corpus callosum	1/317	0.14769033146960184	0.161964150487374	0	0	6.917721518987341	13.231093952779949	KIT
Psychotic Disorders	1/317	0.14769033146960184	0.161964150487374	0	0	6.917721518987341	13.231093952779949	CACNA1A
Gastrointestinal Stromal Tumors	1/323	0.15028546837258855	0.16464772495597876	0	0	6.786749482401656	12.862374334753984	KIT
Hepatitis, Toxic	1/325	0.1511489323295789	0.16494368277771515	0	0	6.744170096021948	12.743039401590615	CLU
Chemical and Drug Induced Liver Injury	1/325	0.1511489323295789	0.16494368277771515	0	0	6.744170096021948	12.743039401590615	CLU
Chemically-Induced Liver Toxicity	1/325	0.1511489323295789	0.16494368277771515	0	0	6.744170096021948	12.743039401590615	CLU
Drug-Induced Acute Liver Injury	1/325	0.1511489323295789	0.16494368277771515	0	0	6.744170096021948	12.743039401590615	CLU
Juvenile arthritis	1/326	0.15158036808633552	0.16525232285490693	0	0	6.723076923076923	12.68402122249695	CLU
Hepatitis, Drug-Induced	1/329	0.1528734915506339	0.16633593209814568	0	0	6.6605691056910565	12.509511580612491	CLU
Diarrhea	1/329	0.1528734915506339	0.16633593209814568	0	0	6.6605691056910565	12.509511580612491	KIT
Fatigue	1/330	0.15330413834941983	0.1664787127388231	0	0	6.639986491050321	12.452175815383976	KIT
Secondary malignant neoplasm of bone	1/330	0.15330413834941983	0.1664787127388231	0	0	6.639986491050321	12.452175815383976	CXCL12
Graves Disease	1/335	0.15545441833302373	0.1686490860354365	0	0	6.538922155688622	12.171567486630012	THRB
Cerebral atrophy	1/338	0.15674222600316043	0.16988046327048187	0	0	6.479723046488625	12.007916230180774	CLU
Muscle Weakness	1/339	0.15717110230149295	0.17017942138194758	0	0	6.460223537146614	11.954128410568165	CACNA1A
Thrombocytopenia	1/341	0.15802826603319697	0.17094108154563717	0	0	6.421568627450981	11.847674438945713	CXCL12
Adenocarcinoma of pancreas	1/354	0.16358073307203908	0.17677529171633377	0	0	6.180988353792887	11.1903618987592	ALDH1A1
Retinal Diseases	1/355	0.16400647782231223	0.17706330421204972	0	0	6.163214061519146	11.142162553650168	CXCL12
Diabetes Mellitus	2/1507	0.1708316998512227	0.18425300701703165	0	0	3.070598006644518	5.4259813283264435	CXCL12;CLU
Calcification of coronary artery	1/375	0.17248051825613087	0.18585110106668362	0	0	5.827688651218063	10.241993723070818	THRB
Hyperinsulinism	1/377	0.17332365569282057	0.18639836086113779	0	0	5.796099290780142	10.15821226113778	CXCL12
Drug-Induced Liver Disease	1/377	0.17332365569282057	0.18639836086113779	0	0	5.796099290780142	10.15821226113778	CLU
Idiopathic Pulmonary Fibrosis	1/379	0.17416601987021366	0.18712329864316676	0	0	5.764844209288654	10.075485122344917	CXCL12
Chronic Kidney Diseases	1/380	0.17458691221157344	0.18739444631203636	0	0	5.74934036939314	10.034511158425799	CXCL12
Glaucoma	1/381	0.17500761149133715	0.187664864009997	0	0	5.733918128654971	9.993793908998693	CLU
Mesothelioma	1/383	0.17584843112181464	0.1882035181977458	0	0	5.703315881326352	9.913120640414428	KIT
Gastric Adenocarcinoma	1/383	0.17584843112181464	0.1882035181977458	0	0	5.703315881326352	9.913120640414428	KIT
Hepatitis C, Chronic	1/386	0.17710821453394246	0.1893695524632154	0	0	5.658008658008658	9.793981028759159	CXCL12
Erythrocyte Mean Corpuscular Hemoglobin Test	1/387	0.17752775702904589	0.18945380596573805	0	0	5.643062751871042	9.754757997879102	THRB
Finding of Mean Corpuscular Hemoglobin	1/387	0.17752775702904589	0.18945380596573805	0	0	5.643062751871042	9.754757997879102	THRB
Cardiomyopathy, Familial Idiopathic	1/388	0.17794710702310013	0.18971925504284504	0	0	5.628194085558427	9.715776550413565	CXCL12
Retrusion of lower jaw	1/395	0.1808771729600612	0.19210641483437255	0	0	5.526226734348562	9.449500008322758	AXIN2
Hypoplastic mandible condyle	1/395	0.1808771729600612	0.19210641483437255	0	0	5.526226734348562	9.449500008322758	AXIN2
Decreased projection of lower jaw	1/395	0.1808771729600612	0.19210641483437255	0	0	5.526226734348562	9.449500008322758	AXIN2
Decreased projection of mandible	1/395	0.1808771729600612	0.19210641483437255	0	0	5.526226734348562	9.449500008322758	AXIN2
Anxiety Disorders	1/396	0.1812949856052708	0.19236643510788276	0	0	5.5119549929676515	9.412378710285338	ALDH1A1
Aplasia/Hypoplasia of the mandible	1/397	0.18171260644912532	0.19262575631213286	0	0	5.497755331088665	9.375481190982965	AXIN2
Micrognathism	1/400	0.18296431890020862	0.1937679263019352	0	0	5.455583402951824	9.266112684524701	AXIN2
Dermatologic disorders	1/406	0.1854625753859332	0.19622681620281418	0	0	5.373113854595336	9.053171178381033	CXCL12
Attention deficit hyperactivity disorder	1/412	0.18795395471343407	0.19867376201648163	0	0	5.293052176263855	8.847645127593601	THRB
Cryptorchidism	1/414	0.1887828891344072	0.1993604679178165	0	0	5.266881894000538	8.780722488434197	KIT
Alcoholic Intoxication, Chronic	1/424	0.19291614922147857	0.2035320284006491	0	0	5.139742579458892	8.457444587190968	ALDH1A1
Pulmonary Fibrosis	1/432	0.19620910006282521	0.20680997087190678	0	0	5.042278937870585	8.211726150632023	CXCL12
Cirrhosis	1/433	0.1966198675641015	0.20704667872280383	0	0	5.030349794238683	8.181778528039551	CLU
Kidney Failure, Chronic	1/437	0.19826104891516255	0.20857737596372827	0	0	4.983180428134556	8.06363650076277	CLU
Meningioma	1/438	0.19867087250467044	0.20881097374781998	0	0	4.971523010424613	8.034506826377612	CXCL12
Osteoporosis	1/441	0.19989921224329585	0.20990361096746457	0	0	4.936868686868687	7.948072140035872	KIT
Childhood Acute Lymphoblastic Leukemia	1/443	0.20071716368981815	0.21056366605950735	0	0	4.914027149321267	7.891232304827312	THRB
Diabetes Mellitus, Non-Insulin-Dependent	2/1672	0.2012481640185279	0.21092173269425354	0	0	2.7425149700598803	4.396845212044229	CXCL12;CLU
Precancerous Conditions	1/446	0.20194267982615532	0.21145033895168053	0	0	4.880149812734082	7.807124025345725	KIT
Muscle hypotonia	1/460	0.2076394245459761	0.2172107620838433	0	0	4.727910917453401	7.432050154514015	THRB
Epileptic encephalopathy	1/468	0.2108782501195694	0.22018461420935323	0	0	4.645015465143945	7.229847313947393	CACNA1A
Septicemia	1/468	0.2108782501195694	0.22018461420935323	0	0	4.645015465143945	7.229847313947393	CXCL12
Malaria	1/469	0.21128226438935221	0.2203995103198496	0	0	4.634852801519468	7.205158131783148	CLU
Sensorineural Hearing Loss (disorder)	1/471	0.21208973447993695	0.22103447492192116	0	0	4.614657210401892	7.156160370614192	THRB
Dermatitis, Atopic	1/484	0.2173201805667449	0.2262734464327906	0	0	4.487462617897401	6.849589015382386	ALDH1A1
Hyperglycemia	1/488	0.2189232498045129	0.22772933001180384	0	0	4.449691991786447	6.759233728092544	CXCL12
Anemia	1/490	0.21972367573750973	0.22834834338328114	0	0	4.431038400363554	6.714727094518518	KIT
Infection	1/492	0.2205233633620704	0.2289654342284055	0	0	4.412536773025572	6.670659674136806	CXCL12
Congenital chromosomal disease	1/497	0.22251935632781564	0.23082231738482367	0	0	4.366935483870968	6.562373810086393	KIT
Nystagmus	1/500	0.22371474296156477	0.23163016217249538	0	0	4.34001336005344	6.498664428104614	CACNA1A
Adult T-Cell Lymphoma/Leukemia	1/500	0.22371474296156477	0.23163016217249538	0	0	4.34001336005344	6.498664428104614	KIT
Myeloid Leukemia	1/501	0.22411283742595428	0.2318264885745685	0	0	4.331111111111111	6.47763409892443	KIT
Genetic Diseases, Inborn	1/507	0.22649754820252832	0.2340755330866278	0	0	4.278436539306105	6.3535687875832565	CACNA1A
Tumor Angiogenesis	1/511	0.22808368854080033	0.2354958789762024	0	0	4.24400871459695	6.272825939654518	CXCL12
Malignant neoplasm of large intestine	1/516	0.2300622471568711	0.23731838482230116	0	0	4.201725997842503	6.174038731316753	CXCL12
Hepatocarcinogenesis	1/527	0.23439901905375046	0.24156784910822102	0	0	4.111533586818758	5.964726790561129	CLU
Sepsis	1/529	0.23518515676747076	0.2421536058568773	0	0	4.095538720538721	5.927809736751767	CXCL12
Retinoblastoma	1/539	0.23910495874710094	0.24596180770284576	0	0	4.017348203221809	5.748233384880174	KIT
Fibrosis, Liver	1/545	0.24144815201286987	0.24814264790971466	0	0	3.971813725490196	5.644346552214524	CLU
Diabetic Nephropathy	1/561	0.24766495100439154	0.2542967917976762	0	0	3.8551587301587302	5.38056196201586	AXIN2
Cerebellar Ataxia	1/565	0.2492119681124256	0.25564917762086464	0	0	3.827029156816391	5.317471276529871	CACNA1A
Steatohepatitis	1/569	0.25075612166606154	0.2569961357536041	0	0	3.7992957746478875	5.255468731324775	THRB
Autism Spectrum Disorders	1/572	0.2519123604440749	0.25794341143076543	0	0	3.778750729713952	5.20966548924591	CACNA1A
Obesity	2/1961	0.256343103022339	0.26223875856563106	0	0	2.3010464522715672	3.132272988100004	KIT;ALDH1A1
Cystic Fibrosis	1/594	0.2603424962072657	0.2659048300540678	0	0	3.634438823308975	4.891072293407957	CTSG
Alzheimer's Disease	2/1982	0.260404999936043	0.2659048300540678	0	0	2.273989898989899	3.059692448605648	CXCL12;CLU
Tuberculosis	1/602	0.2633867373043901	0.26870279989218515	0	0	3.5845812534664447	4.782303993569344	CTSG
Arthritis	1/630	0.2739529868050031	0.27922614237136884	0	0	3.420067125949479	4.428298702249088	CXCL12
Generalized hypotonia	1/633	0.2750769548115071	0.2801149942769193	0	0	3.4033052039381153	4.392660949481329	CACNA1A
Kidney Diseases	1/639	0.27732019412191017	0.28214094772512727	0	0	3.370254266805991	4.322629159722612	CLU
Autistic Disorder	1/677	0.2913828895419072	0.2961771235563079	0	0	3.1745562130177514	3.914599567239978	CACNA1A
Liver Cirrhosis	1/683	0.29358065819416923	0.29813853142640745	0	0	3.145650048875855	3.855317704316352	CLU
Pancreatic Ductal Adenocarcinoma	1/701	0.30013720521604126	0.3045187702556915	0	0	3.0619047619047617	3.6850500185527806	CXCL12
Coronary Arteriosclerosis	1/760	0.32124594750880453	0.3256385539013588	0	0	2.8152539891670325	3.1968567621306447	CXCL12
Cardiovascular Diseases	1/787	0.3307133425233071	0.3349300882385405	0	0	2.7147299971727454	3.003857737136394	CXCL12
HIV Infections	1/806	0.3373041611666994	0.34129411029787965	0	0	2.648033126293996	2.877803491056101	CXCL12
Heart failure	1/815	0.3404056915503079	0.3441192081854022	0	0	2.6175266175266176	2.820691605665798	CXCL12
Psoriasis	1/818	0.34143662802795843	0.3448478931581197	0	0	2.6075071399428804	2.8020094067386747	CXCL12
Bipolar Disorder	1/837	0.34793228518395686	0.35108956544878406	0	0	2.545720361509835	2.68763765519951	CACNA1A
Hepatitis B	1/839	0.34861267300524257	0.35145720070882114	0	0	2.539379474940334	2.675982327632658	KIT
Congestive heart failure	1/884	0.3637534670756115	0.3663893617645652	0	0	2.4043035107587767	2.4314214795013798	CXCL12
Inflammatory Bowel Diseases	1/911	0.3726851721546918	0.3750460736977532	0	0	2.32967032967033	2.299434140037063	CXCL12
Cognitive delay	1/966	0.3905311911674235	0.39264980522438964	0	0	2.1905584340817503	2.0596669553112035	CACNA1A
Coronary Artery Disease	1/981	0.39531831505006243	0.397103853961761	0	0	2.1553287981859413	2.000283017752545	CXCL12
Poor school performance	1/985	0.3965891527567822	0.398020882550128	0	0	2.1461156278229447	1.9848445110427961	CACNA1A
Mental and motor retardation	1/1021	0.407918982894635	0.4090224607563879	0	0	2.0664488017429194	1.852957147728706	CACNA1A
Autoimmune Diseases	1/1060	0.41997659250492114	0.4207333070860111	0	0	1.9862553771902214	1.7231883686490743	CXCL12
